Estado;Município;Total domicílios;Água em pelo menos um cômodo;Água no terreno ou propriedade;Não tinham
Rio Grande do Sul;Área 002;6824;6580;97;148
Rio Grande do Sul;Cachoeira do Sul;29384;28646;267;471
Rio Grande do Sul;Área 001;4272;4272;0;0
Rio Grande do Sul;Área 002;4937;4864;34;39
Rio Grande do Sul;Área 003;6049;5965;18;66
Rio Grande do Sul;Área 004;7035;6594;147;293
Rio Grande do Sul;Área 005;7091;6950;67;73
Rio Grande do Sul;Cachoeirinha;38867;37998;150;719
Rio Grande do Sul;Área 001;4054;3962;18;74
Rio Grande do Sul;Área 002;3983;3930;19;34
Rio Grande do Sul;Área 003;8350;8044;48;257
Rio Grande do Sul;Área 004;4495;4285;0;210
Rio Grande do Sul;Área 005;5876;5840;15;21
Rio Grande do Sul;Área 006;12108;11937;50;121
Rio Grande do Sul;Camaquã;20763;20590;34;139
Rio Grande do Sul;Área 001;7324;7262;20;42
Rio Grande do Sul;Área 002;6412;6396;0;16
Rio Grande do Sul;Área 003;7027;6933;13;81
Rio Grande do Sul;Campo Bom;20008;19485;316;207
Rio Grande do Sul;Área 001;4118;3918;186;14
Rio Grande do Sul;Área 002;7864;7722;96;46
Rio Grande do Sul;Área 003;8026;7845;35;146
Rio Grande do Sul;Candelária;10412;10046;67;298
Rio Grande do Sul;Área 001;5765;5649;12;103
Rio Grande do Sul;Área 002;4646;4397;55;195
Rio Grande do Sul;Canela;12923;12876;20;27
Rio Grande do Sul;Área 001;5722;5693;20;9
Rio Grande do Sul;Área 002;7201;7183;0;18
Rio Grande do Sul;Canguçu;17554;16712;237;605
Rio Grande do Sul;Área 001;4015;3606;107;301
Rio Grande do Sul;Área 002;6427;6100;84;242
Rio Grande do Sul;Área 003;7112;7005;45;62
Rio Grande do Sul;Canoas;103930;101110;2250;570
Rio Grande do Sul;Área 001;7289;6995;295;0
Rio Grande do Sul;Área 002;6934;6758;152;24
Rio Grande do Sul;Área 003;4726;4149;493;85
Rio Grande do Sul;Área 004;4299;4274;25;0
Rio Grande do Sul;Área 005;6760;6426;293;41
Rio Grande do Sul;Área 006;4842;4803;32;8
Rio Grande do Sul;Área 007;5726;5705;21;0
Rio Grande do Sul;Área 008;7924;7583;298;44
Rio Grande do Sul;Área 009;4541;4167;320;54
Rio Grande do Sul;Área 010;4742;4742;0;0
Rio Grande do Sul;Área 011;4210;4200;10;0
Rio Grande do Sul;Área 012;4083;4040;9;34
Rio Grande do Sul;Área 013;4252;3976;44;232
Rio Grande do Sul;Área 014;5242;5242;0;0
Rio Grande do Sul;Área 015;6235;6138;85;11
Rio Grande do Sul;Área 016;4169;4169;0;0
Rio Grande do Sul;Área 017;5640;5592;39;9
Rio Grande do Sul;Área 018;5428;5342;79;8
Rio Grande do Sul;Área 019;6887;6809;58;20
Rio Grande do Sul;Capão da Canoa;13597;13550;25;22
Rio Grande do Sul;Área 001;6581;6534;25;22
Rio Grande do Sul;Área 002;7016;7016;0;0
Rio Grande do Sul;Carazinho;20166;19947;114;105
Rio Grande do Sul;Área 001;4207;4124;43;40
Rio Grande do Sul;Área 002;7901;7891;10;0
Rio Grande do Sul;Área 003;8058;7932;61;65
Rio Grande do Sul;Carlos Barbosa;8437;8416;0;21
Rio Grande do Sul;Área 001;4060;4060;0;0
Rio Grande do Sul;Área 002;4377;4356;0;21
Rio Grande do Sul;Caxias do Sul;146788;144453;2120;215
Rio Grande do Sul;Área 001;3991;3991;0;0
Rio Grande do Sul;Área 002;4149;4053;86;10
Rio Grande do Sul;Área 003;4014;3982;16;15
Rio Grande do Sul;Área 004;4224;4224;0;0
Rio Grande do Sul;Área 005;4188;4170;0;18
Rio Grande do Sul;Área 006;4211;4211;0;0
Rio Grande do Sul;Área 007;4281;4281;0;0
Rio Grande do Sul;Área 008;5749;5654;72;23
Rio Grande do Sul;Área 009;4304;3769;516;19
Rio Grande do Sul;Área 010;4412;4292;120;0
Rio Grande do Sul;Área 011;4379;4379;0;0
Rio Grande do Sul;Área 012;13760;13286;441;33
Rio Grande do Sul;Área 013;5042;4949;93;0
Rio Grande do Sul;Área 014;3958;3932;26;0
Rio Grande do Sul;Área 015;4788;4774;14;0
Rio Grande do Sul;Área 016;6987;6979;8;0
Rio Grande do Sul;Área 017;4162;3917;245;0
Rio Grande do Sul;Área 018;5961;5948;13;0
Rio Grande do Sul;Área 019;5482;5429;42;11
Rio Grande do Sul;Área 020;6247;6090;156;0
Rio Grande do Sul;Área 021;5178;5134;31;13
Rio Grande do Sul;Área 022;5682;5641;41;0
Rio Grande do Sul;Área 023;7451;7382;8;60
Rio Grande do Sul;Área 024;5212;5201;11;0
Rio Grande do Sul;Área 025;6438;6380;58;0
Rio Grande do Sul;Área 026;4926;4862;64;0
Rio Grande do Sul;Área 027;7612;7543;58;11
Rio Grande do Sul;Charqueadas;10090;10066;24;0
Rio Grande do Sul;Área 001;4591;4567;24;0
Rio Grande do Sul;Área 002;5499;5499;0;0
Rio Grande do Sul;Cruz Alta;21259;21022;128;109
Rio Grande do Sul;Área 001;4414;4404;0;10
Rio Grande do Sul;Área 002;7931;7822;66;43
Rio Grande do Sul;Área 003;8914;8796;62;56
Rio Grande do Sul;Dois Irmãos;9387;9374;0;13
Rio Grande do Sul;Área 001;3954;3954;0;0
Rio Grande do Sul;Área 002;5433;5420;0;13
Rio Grande do Sul;Dom Pedrito;13141;12817;10;314
Rio Grande do Sul;Área 001;5573;5555;0;18
Rio Grande do Sul;Área 002;7568;7262;10;297
Rio Grande do Sul;Eldorado do Sul;10977;10604;238;134
Rio Grande do Sul;Área 001;4361;4099;151;111
Rio Grande do Sul;Área 002;6616;6505;88;23
Rio Grande do Sul;Erechim;33107;32910;53;144
Rio Grande do Sul;Área 001;4116;4074;11;31
Rio Grande do Sul;Área 002;5054;5054;0;0
Rio Grande do Sul;Área 003;4325;4224;13;88
Rio Grande do Sul;Área 004;4147;4119;9;19
Rio Grande do Sul;Área 005;7080;7080;0;0
Rio Grande do Sul;Área 006;8385;8359;20;6
Rio Grande do Sul;Estância Velha;13913;12649;940;324
Rio Grande do Sul;Área 001;6722;6318;269;135
Rio Grande do Sul;Área 002;7191;6332;670;189
Rio Grande do Sul;Esteio;26413;26139;188;87
Rio Grande do Sul;Área 001;4146;4019;80;47
Rio Grande do Sul;Área 002;4546;4480;35;31
Rio Grande do Sul;Área 003;4887;4875;12;0
Rio Grande do Sul;Área 004;6515;6465;51;0
Rio Grande do Sul;Área 005;6319;6300;10;9
Rio Grande do Sul;Estrela;10466;10412;8;46
Rio Grande do Sul;Área 001;4596;4553;8;34
Rio Grande do Sul;Área 002;5870;5859;0;11
Rio Grande do Sul;Farroupilha;20573;20376;153;44
Rio Grande do Sul;Área 001;4043;3997;18;28
Rio Grande do Sul;Área 002;7070;6951;104;15
Rio Grande do Sul;Área 003;9460;9429;32;0
Rio Grande do Sul;Flores da Cunha;8799;8771;28;0
Rio Grande do Sul;Área 001;4249;4249;0;0
Rio Grande do Sul;Área 002;4550;4522;28;0
Rio Grande do Sul;Garibaldi;10118;10118;0;0
Rio Grande do Sul;Área 001;4590;4590;0;0
Rio Grande do Sul;Área 002;5528;5528;0;0
Rio Grande do Sul;Gramado;11132;10196;889;47
Rio Grande do Sul;Área 001;4454;3721;708;25
Rio Grande do Sul;Área 002;6678;6476;181;21
Rio Grande do Sul;Gravataí;82373;79824;1187;1361
Rio Grande do Sul;Águas-Claras;4613;4275;28;310
Rio Grande do Sul;Barro-Vermelho;6117;5985;19;112
Rio Grande do Sul;Central;4924;4886;13;25
Rio Grande do Sul;Centro-1;4167;4140;27;0
Rio Grande do Sul;Centro-2;5944;5898;18;28
Rio Grande do Sul;Cohab;4193;4153;0;40
Rio Grande do Sul;Itacolomi;4963;4742;0;221
Rio Grande do Sul;Moradas;6907;6749;95;62
Rio Grande do Sul;Morungava-Ipiranga;4127;3900;27;200
Rio Grande do Sul;Parque-Dos-Anjos;7110;7034;33;43
Rio Grande do Sul;Parque-Florido;6191;6129;21;40
Rio Grande do Sul;São-Geraldo;6430;6344;22;65
Rio Grande do Sul;São-Jeronimo;4952;4943;9;0
Rio Grande do Sul;São-Vicente;6416;5379;855;182
Rio Grande do Sul;Vila-Branca;5318;5268;19;30
Rio Grande do Sul;Guaíba;31237;30715;289;233
Rio Grande do Sul;Área 001;4526;4526;0;0
Rio Grande do Sul;Área 002;4072;4064;8;0
Rio Grande do Sul;Área 003;4642;4521;99;22
Rio Grande do Sul;Área 004;8445;8322;12;111
Rio Grande do Sul;Área 005;9552;9282;170;100
Rio Grande do Sul;Igrejinha;10594;10332;216;46
Rio Grande do Sul;Área 001;4368;4279;58;31
Rio Grande do Sul;Área 002;6226;6053;158;15
Rio Grande do Sul;Ijuí;26764;26428;257;79
Rio Grande do Sul;Área 001;4142;4111;32;0
Rio Grande do Sul;Área 002;4511;4461;42;8
Rio Grande do Sul;Área 003;4963;4917;10;35
Rio Grande do Sul;Área 004;6440;6351;77;12
Rio Grande do Sul;Área 005;6707;6588;96;23
Rio Grande do Sul;Itaqui;11618;11296;175;147
Rio Grande do Sul;Área 001;4180;4115;24;42
Rio Grande do Sul;Área 002;7438;7181;151;106
Rio Grande do Sul;Jaguarão;9934;9682;68;184
Rio Grande do Sul;Área 001;3888;3859;19;10
Rio Grande do Sul;Área 002;6046;5823;49;174
Rio Grande do Sul;Lagoa Vermelha;9449;9233;177;40
Rio Grande do Sul;Área 001;4233;4053;150;30
Rio Grande do Sul;Área 002;5216;5180;27;10
Rio Grande do Sul;Lajeado;24956;24897;25;35
Rio Grande do Sul;Área 001;4342;4334;8;0
Rio Grande do Sul;Área 002;4734;4734;0;0
Rio Grande do Sul;Área 003;7201;7192;9;0
Rio Grande do Sul;Área 004;8679;8637;8;35
Rio Grande do Sul;Marau;12164;12095;41;28
Rio Grande do Sul;Área 001;4159;4159;0;0
Rio Grande do Sul;Área 002;8005;7937;41;28
Rio Grande do Sul;Montenegro;19953;19702;17;235
Rio Grande do Sul;Área 001;4935;4872;0;63
Rio Grande do Sul;Área 002;7208;7096;9;103
Rio Grande do Sul;Área 003;7810;7734;8;68
Rio Grande do Sul;Novo Hamburgo;80777;78676;1295;806
Rio Grande do Sul;Área 001;4147;4135;0;12
Rio Grande do Sul;Área 002;4802;4736;0;66
Rio Grande do Sul;Área 003;5116;4734;371;11
Rio Grande do Sul;Área 004;5560;5368;59;134
Rio Grande do Sul;Área 005;4003;3973;9;21
Rio Grande do Sul;Área 006;4786;4637;135;14
Rio Grande do Sul;Área 007;5913;5828;8;77
Rio Grande do Sul;Área 008;5765;5665;19;81
Rio Grande do Sul;Área 009;6923;6901;0;22
Rio Grande do Sul;Área 010;4287;3828;426;33
Rio Grande do Sul;Área 011;4062;4009;10;43
Rio Grande do Sul;Área 012;7372;7200;140;32
Rio Grande do Sul;Área 013;7307;7142;94;71
Rio Grande do Sul;Área 014;10734;10521;24;189
Rio Grande do Sul;Osório;14064;13797;170;97
Rio Grande do Sul;Área 001;6953;6808;79;66
Rio Grande do Sul;Área 002;7111;6989;91;31
Rio Grande do Sul;Palmeira das Missões;11064;10702;237;125
Rio Grande do Sul;Área 001;4741;4466;197;78
Rio Grande do Sul;Área 002;6323;6236;41;46
Rio Grande do Sul;Panambi;12982;12907;19;56
Rio Grande do Sul;Área 001;6030;5979;19;31
Rio Grande do Sul;Área 002;6952;6928;0;24
Rio Grande do Sul;Parobé;16815;16359;72;383
Rio Grande do Sul;Área 001;5780;5578;20;182
Rio Grande do Sul;Área 002;11035;10781;52;201
Rio Grande do Sul;Passo Fundo;61754;61022;584;148
Rio Grande do Sul;Área 001;4148;3897;252;0
Rio Grande do Sul;Área 002;5682;5664;0;19
Rio Grande do Sul;Área 003;4310;4298;12;0
Rio Grande do Sul;Área 004;11111;11102;0;9
Rio Grande do Sul;Área 005;4514;4459;33;22
Rio Grande do Sul;Área 006;5207;5151;19;37
Rio Grande do Sul;Área 007;4805;4805;0;0
Rio Grande do Sul;Área 008;4114;4065;36;13
Rio Grande do Sul;Área 009;6167;6107;54;6
Rio Grande do Sul;Área 010;11695;11475;178;42
Rio Grande do Sul;Pelotas;113976;112501;826;649
Rio Grande do Sul;Área 001;4031;3989;23;19
Rio Grande do Sul;Área 002;4308;4159;130;18
Rio Grande do Sul;Área 003;4291;4263;28;0
Rio Grande do Sul;Área 004;4888;4866;22;0
Rio Grande do Sul;Área 005;4810;4509;68;233
Rio Grande do Sul;Área 006;4507;4365;34;107
Rio Grande do Sul;Área 007;5001;4969;32;0
Rio Grande do Sul;Área 008;4995;4976;0;19
Rio Grande do Sul;Área 009;6051;6040;10;0
Rio Grande do Sul;Área 010;4397;4364;33;0
Rio Grande do Sul;Área 011;7040;6901;99;40
Rio Grande do Sul;Área 012;7103;7063;30;10
Rio Grande do Sul;Área 013;6303;6274;14;15
Rio Grande do Sul;Área 014;8108;8071;22;15
Rio Grande do Sul;Área 015;4303;4303;0;0
Rio Grande do Sul;Área 016;7910;7880;17;13
Rio Grande do Sul;Área 017;4130;3959;171;0
Rio Grande do Sul;Área 018;6481;6474;7;0
Rio Grande do Sul;Área 019;6683;6562;25;96
Rio Grande do Sul;Área 020;8637;8513;59;65
Rio Grande do Sul;Portão;10138;9367;442;329
Rio Grande do Sul;Área 001;4292;4041;134;117
Rio Grande do Sul;Área 002;5846;5326;308;213
Rio Grande do Sul;Porto Alegre;508098;500337;6641;1120
Rio Grande do Sul;Área 001;7889;7889;0;0
Rio Grande do Sul;Área 002;8334;8167;167;0
Rio Grande do Sul;Área 003;8532;8532;0;0
Rio Grande do Sul;Área 004;8352;8288;64;0
Rio Grande do Sul;Área 005;63691;62862;767;62
Rio Grande do Sul;Área 006;8184;8147;20;17
Rio Grande do Sul;Área 007;8491;8075;416;0
Rio Grande do Sul;Área 008;8545;8514;31;0
Rio Grande do Sul;Área 009;9047;8735;96;217
Rio Grande do Sul;Área 010;8617;8456;161;0
Rio Grande do Sul;Área 011;8782;8629;153;0
Rio Grande do Sul;Área 012;8168;8168;0;0
Rio Grande do Sul;Área 013;26861;26846;0;15
Rio Grande do Sul;Área 014;8611;8591;20;0
Rio Grande do Sul;Área 015;9150;9075;58;17
Rio Grande do Sul;Área 016;9127;8906;221;0
Rio Grande do Sul;Área 017;8245;8230;0;15
Rio Grande do Sul;Área 018;9777;9751;27;0
Rio Grande do Sul;Área 019;10127;10110;0;17
Rio Grande do Sul;Área 020;13486;12959;361;166
Rio Grande do Sul;Área 021;9881;9881;0;0
Rio Grande do Sul;Área 022;10314;10314;0;0
Rio Grande do Sul;Área 023;11378;11333;45;0
Rio Grande do Sul;Área 024;13041;12838;153;50
Rio Grande do Sul;Área 025;8631;8580;0;51
Rio Grande do Sul;Área 026;8064;7989;34;41
Rio Grande do Sul;Área 027;13413;12618;710;85
Rio Grande do Sul;Área 028;9989;9910;42;37
Rio Grande do Sul;Área 029;8313;8274;39;0
Rio Grande do Sul;Área 030;11004;10915;90;0
Rio Grande do Sul;Área 031;10198;10134;64;0
Rio Grande do Sul;Área 032;13158;13134;0;24
Rio Grande do Sul;Área 033;10315;10246;69;0
Rio Grande do Sul;Área 034;8772;8734;19;18
Rio Grande do Sul;Área 035;8297;8248;41;8
Rio Grande do Sul;Área 036;13598;12512;1086;0
Rio Grande do Sul;Área 037;11870;11636;234;0
Rio Grande do Sul;Área 038;8495;8179;296;20
Rio Grande do Sul;Área 039;17581;17382;199;0
Rio Grande do Sul;Área 040;9957;9786;100;71
Rio Grande do Sul;Área 041;19347;18956;295;96
Rio Grande do Sul;Área 042;20465;19807;566;92
Rio Grande do Sul;Rio Grande;66554;65466;586;502
Rio Grande do Sul;Área 001;4279;4033;102;144
Rio Grande do Sul;Área 002;4212;4189;0;23
Rio Grande do Sul;Área 003;5828;5809;19;0
Rio Grande do Sul;Área 004;7385;7266;55;64
Rio Grande do Sul;Área 005;4152;3997;65;90
Rio Grande do Sul;Área 006;7441;7382;39;20
Rio Grande do Sul;Área 007;6111;6097;0;14
Rio Grande do Sul;Área 008;4257;4257;0;0
Rio Grande do Sul;Área 009;5007;4974;33;0
Rio Grande do Sul;Área 010;7562;7485;45;31
Rio Grande do Sul;Área 011;10321;9975;228;117
Rio Grande do Sul;Rio Pardo;12722;12465;83;174
Rio Grande do Sul;Área 001;5868;5826;12;29
Rio Grande do Sul;Área 002;6855;6639;71;145
Rio Grande do Sul;Rosário do Sul;13167;12695;214;258
Rio Grande do Sul;Área 001;4813;4695;41;76
Rio Grande do Sul;Área 002;8354;8000;173;182
Rio Grande do Sul;Santa Cruz do Sul;40532;39722;518;292
Rio Grande do Sul;Área 001;4102;4067;6;28
Rio Grande do Sul;Área 002;4975;4950;0;25
Rio Grande do Sul;Área 003;12112;11896;85;131
Rio Grande do Sul;Área 004;4044;3919;46;78
Rio Grande do Sul;Área 005;6826;6773;34;19
Rio Grande do Sul;Área 006;8473;8116;347;10
Rio Grande do Sul;Santa Maria;87448;86028;417;1002
Rio Grande do Sul;Área 001;4145;4133;12;0
Rio Grande do Sul;Área 002;4232;4030;52;151
Rio Grande do Sul;Área 003;4425;4193;61;171
Rio Grande do Sul;Área 004;4342;4322;9;11
Rio Grande do Sul;Área 005;4492;4442;23;27
Rio Grande do Sul;Área 006;4879;4807;16;57
Rio Grande do Sul;Área 007;5622;5260;34;328
Rio Grande do Sul;Área 008;7263;7200;26;37
Rio Grande do Sul;Área 009;4250;4196;12;43
Rio Grande do Sul;Área 010;6529;6489;10;29
Rio Grande do Sul;Área 011;4165;4165;0;0
Rio Grande do Sul;Área 012;6901;6901;0;0
Rio Grande do Sul;Área 013;5226;5218;0;8
Rio Grande do Sul;Área 014;4229;4229;0;0
Rio Grande do Sul;Área 015;8054;7813;133;108
Rio Grande do Sul;Área 016;8694;8630;32;33
Rio Grande do Sul;Santa Rosa;23333;23179;66;89
Rio Grande do Sul;Área 001;4034;4023;0;11
Rio Grande do Sul;Área 002;4439;4439;0;0
Rio Grande do Sul;Área 003;6631;6514;58;59
Rio Grande do Sul;Área 004;8229;8203;8;19
Rio Grande do Sul;Santa Vitória do Palmar;11245;10395;650;200
Rio Grande do Sul;Área 001;4710;4523;78;109
Rio Grande do Sul;Área 002;6535;5872;572;91
Rio Grande do Sul;Sant'Ana do Livramento;27373;26159;514;700
Rio Grande do Sul;Área 001;4149;4116;11;22
Rio Grande do Sul;Área 002;4119;3864;138;117
Rio Grande do Sul;Área 003;4172;3981;138;54
Rio Grande do Sul;Área 004;7116;6411;219;486
Rio Grande do Sul;Área 005;7817;7787;8;22
Rio Grande do Sul;Santiago;17168;16963;118;87
Rio Grande do Sul;Área 001;4076;3901;97;78
Rio Grande do Sul;Área 002;5342;5330;12;0
Rio Grande do Sul;Área 003;7751;7732;9;9
Rio Grande do Sul;Santo Ângelo;25723;25519;127;77
Rio Grande do Sul;Área 001;5345;5311;28;6
Rio Grande do Sul;Área 002;4305;4257;37;11
Rio Grande do Sul;Área 003;7934;7898;0;36
Rio Grande do Sul;Área 004;8139;8053;62;24
Rio Grande do Sul;Santo Antônio da Patrulha;13787;12960;715;112
Rio Grande do Sul;Área 001;6803;6542;221;40
Rio Grande do Sul;Área 002;6984;6418;494;71
Rio Grande do Sul;São Borja;19556;18516;822;218
Rio Grande do Sul;Área 001;4138;4074;14;50
Rio Grande do Sul;Área 002;6843;6060;727;56
Rio Grande do Sul;Área 003;8576;8382;82;112
Rio Grande do Sul;São Gabriel;19964;19398;165;401
Rio Grande do Sul;Área 001;4200;4168;23;10
Rio Grande do Sul;Área 002;6292;5814;126;351
Rio Grande do Sul;Área 003;9473;9416;17;40
Rio Grande do Sul;São José do Norte;8754;8045;232;477
Rio Grande do Sul;Área 001;4159;4025;61;72
Rio Grande do Sul;Área 002;4595;4020;170;404
Rio Grande do Sul;São Leopoldo;71233;69913;1035;285
Rio Grande do Sul;Arroio da Manteiga;7404;7296;23;85
Rio Grande do Sul;Campestre;4118;4082;11;25
Rio Grande do Sul;Campina;4329;4311;0;18
Rio Grande do Sul;Centro;8475;8349;126;0
Rio Grande do Sul;Duque de Caxias;4096;3657;355;84
Rio Grande do Sul;Feitoria Norte;4836;4816;20;0
Rio Grande do Sul;Feitoria Sul;6724;6691;33;0
Rio Grande do Sul;Jardim América;4373;4373;0;0
Rio Grande do Sul;Pinheiro;5034;5034;0;0
Rio Grande do Sul;Rio dos Sinos;4970;4615;327;27
Rio Grande do Sul;Santos Dumont Norte;4202;4168;10;24
Rio Grande do Sul;Scharlau;4784;4730;41;13
Rio Grande do Sul;Vicentina;7887;7791;87;9
Rio Grande do Sul;São Lourenço do Sul;13337;12851;88;398
Rio Grande do Sul;Área 001;5352;5155;54;143
Rio Grande do Sul;Área 002;7985;7696;34;255
Rio Grande do Sul;São Luiz Gonzaga;11843;11673;93;77
Rio Grande do Sul;Área 001;4320;4306;9;5
Rio Grande do Sul;Área 002;7523;7367;84;72
Rio Grande do Sul;Sapiranga;24484;23766;413;305
Rio Grande do Sul;Área 001;4085;4071;2;12
Rio Grande do Sul;Área 002;4691;4271;378;41
Rio Grande do Sul;Área 003;6025;5981;11;34
Rio Grande do Sul;Área 004;9683;9443;23;217
Rio Grande do Sul;Sapucaia do Sul;42717;42081;298;338
Rio Grande do Sul;Área 001;4855;4766;33;56
Rio Grande do Sul;Área 002;4539;4506;0;33
Rio Grande do Sul;Área 003;4460;4338;48;75
Rio Grande do Sul;Área 004;4566;4469;42;55
Rio Grande do Sul;Área 005;5781;5734;32;15
Rio Grande do Sul;Área 006;8240;8086;57;97
Rio Grande do Sul;Área 007;10277;10182;86;9
Rio Grande do Sul;Soledade;9971;9655;148;169
Rio Grande do Sul;Área 001;3949;3752;60;137
Rio Grande do Sul;Área 002;6022;5903;87;32
Rio Grande do Sul;Taquara;18514;17759;490;264
Rio Grande do Sul;Área 001;4460;4070;284;106
Rio Grande do Sul;Área 002;6973;6714;161;98
Rio Grande do Sul;Área 003;7081;6976;45;60
Rio Grande do Sul;Taquari;9293;9091;128;74
Rio Grande do Sul;Área 001;4267;4243;12;12
Rio Grande do Sul;Área 002;5026;4848;116;61
Rio Grande do Sul;Teutônia;9286;9273;0;13
Rio Grande do Sul;Área 001;4134;4121;0;13
Rio Grande do Sul;Área 002;5152;5152;0;0
Rio Grande do Sul;Torres;12131;11704;231;197
Rio Grande do Sul;Área 001;6190;6098;92;0
Rio Grande do Sul;Área 002;5941;5606;139;197
Rio Grande do Sul;Tramandaí;13747;13260;132;355
Rio Grande do Sul;Área 001;6858;6393;121;345
Rio Grande do Sul;Área 002;6889;6867;11;11
Rio Grande do Sul;Triunfo;8615;8369;34;212
Rio Grande do Sul;Área 001;4319;4127;34;158
Rio Grande do Sul;Área 002;4296;4243;0;53
Rio Grande do Sul;Uruguaiana;37407;36742;381;283
Rio Grande do Sul;Área 001;4518;4499;0;19
Rio Grande do Sul;Área 002;4894;4689;152;53
Rio Grande do Sul;Área 003;4995;4975;10;9
Rio Grande do Sul;Área 004;5172;5108;63;0
Rio Grande do Sul;Área 005;8408;8211;84;113
Rio Grande do Sul;Área 006;9421;9259;72;89
Rio Grande do Sul;Vacaria;19825;19434;184;207
Rio Grande do Sul;Área 001;4138;4078;36;24
Rio Grande do Sul;Área 002;7820;7715;65;41
Rio Grande do Sul;Área 003;7867;7642;83;142
Rio Grande do Sul;Venâncio Aires;23007;22462;200;345
Rio Grande do Sul;Área 001;4076;4010;59;7
Rio Grande do Sul;Área 002;4276;4223;12;41
Rio Grande do Sul;Área 003;7058;6877;66;115
Rio Grande do Sul;Área 004;7596;7352;63;182
Rio Grande do Sul;Viamão;75397;72297;2586;514
Rio Grande do Sul;Área 001;4152;4128;24;0
Rio Grande do Sul;Área 002;23022;22194;744;85
Rio Grande do Sul;Área 003;4576;4543;8;25
Rio Grande do Sul;Área 004;4667;4500;149;19
Rio Grande do Sul;Área 005;5225;4844;326;54
Rio Grande do Sul;Área 006;4685;4675;10;0
Rio Grande do Sul;Área 007;6859;6650;114;96
Rio Grande do Sul;Área 008;5122;4933;119;69
Rio Grande do Sul;Área 009;4395;3697;676;21
Rio Grande do Sul;Área 010;4654;4291;234;130
Rio Grande do Sul;Área 011;8040;7842;183;15
Mato Grosso do Sul;Amambai;10678;9189;1228;261
Mato Grosso do Sul;Área 001;5276;4061;1006;209
Mato Grosso do Sul;Área 002;5402;5128;222;52
Mato Grosso do Sul;Aquidauana;13676;12408;605;663
Mato Grosso do Sul;Área 001;6208;5117;537;553
Mato Grosso do Sul;Área 002;7468;7291;68;109
Mato Grosso do Sul;Campo Grande;249514;243583;3814;2116
Mato Grosso do Sul;Região Urbana do Anhanduizinho;57858;55800;1652;406
