Estado;Município;Total domicílios;Água em pelo menos um cômodo;Água no terreno ou propriedade;Não tinham
Paraíba;Área 013;4703;4212;456;34
Paraíba;Área 014;4665;4655;0;10
Paraíba;Área 015;4882;4866;16;0
Paraíba;Área 016;5135;4643;424;68
Paraíba;Área 017;9118;8995;7;116
Paraíba;Área 018;7051;6797;98;156
Paraíba;Área 019;5564;5314;216;35
Paraíba;Área 020;5348;5059;74;215
Paraíba;Área 021;4875;3911;134;829
Paraíba;Catolé do Rocha;8238;6745;277;1216
Paraíba;Área 001;4079;2879;190;1010
Paraíba;Área 002;4159;3866;88;206
Paraíba;Esperança;9094;6460;82;2552
Paraíba;Área 001;4339;2412;82;1846
Paraíba;Área 002;4755;4048;0;707
Paraíba;Guarabira;16249;15924;29;296
Paraíba;Área 001;4139;3870;29;239
Paraíba;Área 002;6077;6057;0;20
Paraíba;Área 003;6033;5997;0;36
Paraíba;João Pessoa;213140;208781;3733;626
Paraíba;Área 001;24785;24762;0;23
Paraíba;Área 002;9023;8947;36;39
Paraíba;Área 003;24085;23796;247;42
Paraíba;Área 004;20950;20464;339;147
